time,latitude,longitude,depth,thetao
2024-01-01,-9.25,129.66669,0.494025,31.377558
2024-01-01,-9.25,129.75,0.494025,31.378185
2024-01-01,-9.25,129.83334,0.494025,31.37939
2024-01-01,-9.25,129.91669,0.494025,31.398067
2024-01-01,-9.25,130.0,0.494025,31.41816
2024-01-01,-9.25,130.08334,0.494025,31.414747
2024-01-01,-9.25,130.16669,0.494025,31.420145
2024-01-01,-9.25,130.25,0.494025,31.43283
2024-01-01,-9.25,130.33334,0.494025,31.432205
2024-01-01,-9.25,130.41669,0.494025,31.423504
2024-01-01,-9.25,130.5,0.494025,31.443602
2024-01-01,-9.25,130.58334,0.494025,31.4686
2024-01-01,-9.25,130.66669,0.494025,31.470354
2024-01-01,-9.25,130.75,0.494025,31.466978
2024-01-01,-9.25,130.83334,0.494025,31.464132
2024-01-01,-9.25,130.91669,0.494025,31.457088
2024-01-01,-9.25,131.0,0.494025,31.439266
2024-01-01,-9.25,131.08334,0.494025,31.437212
2024-01-01,-9.25,131.16669,0.494025,31.456623
2024-01-01,-9.25,131.25,0.494025,31.462069
2024-01-01,-9.25,131.33334,0.494025,31.46141
2024-01-01,-9.25,131.41669,0.494025,31.440172
2024-01-01,-9.25,131.5,0.494025,31.44262
2024-01-01,-9.25,131.58334,0.494025,31.459694
2024-01-01,-9.25,131.66669,0.494025,31.438438
2024-01-01,-9.25,131.75,0.494025,31.41785
2024-01-01,-9.25,131.83334,0.494025,31.4063
2024-01-01,-9.25,131.91669,0.494025,31.430092
2024-01-01,-9.25,132.0,0.494025,31.454624
2024-01-01,-9.25,132.08334,0.494025,31.435116
2024-01-01,-9.25,132.16669,0.494025,31.412294
2024-01-01,-9.25,132.25,0.494025,31.391685
2024-01-01,-9.25,132.33334,0.494025,31.398138
2024-01-01,-9.25,132.41669,0.494025,31.408905
2024-01-01,-9.25,132.5,0.494025,31.402039
2024-01-01,-9.25,132.58334,0.494025,31.40982
2024-01-01,-9.25,132.66669,0.494025,31.393265
2024-01-01,-9.25,132.75,0.494025,31.395088
2024-01-01,-9.25,132.83334,0.494025,31.400318
2024-01-01,-9.25,132.91669,0.494025,31.414549
2024-01-01,-9.25,133.0,0.494025,31.44062
2024-01-01,-9.25,133.08334,0.494025,31.452826
2024-01-01,-9.25,133.16669,0.494025,31.452738
2024-01-01,-9.25,133.25,0.494025,31.447594
2024-01-01,-9.25,133.33334,0.494025,31.442997
2024-01-01,-9.25,133.41669,0.494025,31.433075
2024-01-01,-9.25,133.5,0.494025,31.39647
2024-01-01,-9.166664,122.5,0.494025,30.557184
2024-01-01,-9.166664,122.58334,0.494025,30.515623
2024-01-01,-9.166664,122.66669,0.494025,30.448008
2024-01-01,-9.166664,122.75,0.494025,30.350023
2024-01-01,-9.166664,122.83334,0.494025,30.261389
2024-01-01,-9.166664,122.91669,0.494025,30.209772
2024-01-01,-9.166664,123.0,0.494025,30.167383
2024-01-01,-9.166664,123.08334,0.494025,30.158953
2024-01-01,-9.166664,123.16669,0.494025,30.310324
2024-01-01,-9.166664,123.25,0.494025,30.558622
2024-01-01,-9.166664,123.33334,0.494025,30.717308
2024-01-01,-9.166664,123.41669,0.494025,30.723442
2024-01-01,-9.166664,123.5,0.494025,30.733002
2024-01-01,-9.166664,123.58334,0.494025,30.82712
2024-01-01,-9.166664,123.66669,0.494025,30.888048
2024-01-01,-9.166664,123.75,0.494025,30.87054
2024-01-01,-9.166664,123.83334,0.494025,30.85318
2024-01-01,-9.166664,123.91669,0.494025,30.832346
2024-01-01,-9.166664,124.0,0.494025,30.778257
2024-01-01,-9.166664,124.08334,0.494025,30.721376
2024-01-01,-9.166664,124.16669,0.494025,30.650105
2024-01-01,-9.166664,124.25,0.494025,30.543749
2024-01-01,-9.166664,124.33334,0.494025,30.452257
2024-01-01,-9.166664,124.41669,0.494025,30.442366
2024-01-01,-9.166664,124.5,0.494025,30.411287
2024-01-01,-9.166664,124.58334,0.494025,30.341572
2024-01-01,-9.166664,124.66669,0.494025,30.281076
2024-01-01,-9.166664,125.75,0.494025,31.172947
2024-01-01,-9.166664,125.83334,0.494025,31.087759
2024-01-01,-9.166664,125.91669,0.494025,31.077965
2024-01-01,-9.166664,126.0,0.494025,31.119493
2024-01-01,-9.166664,126.08334,0.494025,31.205873
